cik,cusip6,cusip9
801898,413345,413345109
801898,481165,481165108
801907,058659,058659
801907,058659,058659103
801961,552738,552738205
801961,552738,552738304
801981,918506,91850640
802242,458753,458753100
802301,292973,292973104
802301,827056,827056102
802356,025334,025334103
802356,701645,701645103
802481,72147K,72147K108
802681,117665,117665109
802681,476035,476035108
802806,766573,766573109
802843,669930,669930101
802967,045709,045709102
802971,176672,176672103
803014,205862,205862402
803014,23767P,23767P109
803027,588539,588539100
803027,588539,588539106
803227,461120,461120107
803395,595145,595145103
803515,863318,863318101
803578,502003,502003106
803605,568088,568088108
803647,803724,803724103
803647,925297,925297103
803649,203233,203233101
803649,294628,294628102
804073,548900,548900109
804138,027118,02711807
804138,027118,027118207
804138,05564T,05564T103
804151,452540,452540107
804188,139730,139730105
804188,139730,139730204
804212,009363,009363102
804266,300615,300615101
804269,03060R,03060R101
804312,683815,683815104
804333,747565,747565109
804742,020047,020047101
804753,156782,156782104
804888,004325,004325201
804888,004325,004325205
805012,29406L,29406L201
805023,402809,402809107
805037,59523C,59523C101
805037,59523C,59523C107
805057,59522K,59522K101
805264,05463D,05463D100
805264,373200,373200203
805268,100534,100534106
805305,74838C,74838C100
805305,74838C,74838C106
805326,291345,291345106
805357,745771,745771105
805419,053469,053469102
805419,830137,830137100
805419,830137,830137101
805419,830137,830137105
805419,830137,830137204
805583,257870,257870105
805676,700658,700658
805676,700658,700658107
805676,74435P,74435P104
805730,105368,105368104
805745,034164,034164103
805745,044204,044204105
805792,058264,058264102
805907,90388U,90388U106
805928,523251,523251
805928,523251,523251106
806083,87943M,87943M108
806085,037489,037489101
806085,125965,125965103
806085,172967,172967853
806085,21220C,21220C202
806085,231082,231082108
806085,346091,346091705
806085,372257,372257105
806085,524908,524908100
806085,52517P,52517P
806085,612085,612085506
806085,653520,653520106
806085,693304,693304800
806085,694308,694308693
806085,704556,704556109
806085,738905,738905405
806085,75621K,75621K304
806085,76115Q,76115Q104
806085,876628,876628603
806086,00755N,00755N10
806086,253911,253911101
806168,461858,461858101
806168,461858,461858102
806517,744375,744375106
806628,23325P,23325P203
806628,23325P,23325P500
806628,23325P,23325P856
806628,23325P,23325P872
806628,23325P,23325P880
806637,682311,682311100
806637,682311,682311105
806817,141748,141748103
807524,651633,651633101
807524,651633,651633109
807707,050757,050757103
807707,507571,507571031
807708,488878,488878109
807708,488878,488878307
807782,105303,105303101
807863,606710,606710200
807873,825846,825846108
807882,344839,344839204
807884,14754D,14754D10
807884,14754D,14754D100
808047,74732Y,74732Y105
808064,124661,124661109
808064,161322,161322102
808207,871839,871839101
808207,871839,871839201
808220,784652,784652109
808240,026494,026494104
808326,290846,290846104
808326,290846,290846203
808362,057224,057224107
808450,63834E,63834E108
808450,638901,638901306
808450,63934E,63934E108
808461,369385,369385109
808493,566605,566605101
808714,899040,899040101
808918,203666,203666101
808918,377899,377899101
809066,670664,670664309
809246,89385P,89385P102
809246,8938P1,8938P1021
809248,14574X,14574X104
809398,316326,316326101
809398,316326,316326107
809428,927460,927460105
809708,880190,880190103
809875,04962L,04962L101
809933,278878,278878
809933,278878,27887810
809933,278878,278878103
810029,825066,825066301
810113,570363,570363101
810136,719405,719405101
810136,719405,719405102
810332,590479,590479101
810332,590479,590479135
810467,253856,253856108
810467,253859,253859108
810536,337907,337907109
810689,062401,062401104
810723,037917,037917101
810752,50215P,50215P100
810876,604540,604540104
810943,746779,746779107
810950,222366,222366205
811156,125896,125896100
811156,125896,125896101
811156,125896,125896308
811213,358340,35834019
811240,090911,090911108
811240,090911,090911405
811240,909111,90911108
811434,753821,753821107
811532,150185,150185106
811596,483007,483007407
811596,483007,483007704
811612,41013Q,41013Q101
811612,41013T,41013T105
811639,151017,151017506
811640,239208,239208101
811644,62872M,62872M101
811664,981904,981904105
811671,859317,859317
811696,820013,820013100
811703,00438E,00438E30
811703,00438E,00438E309
811716,817338,817338101
811797,560905,560905101
811797,9292H8,9292H871
811808,836730,836730
811808,836730,83673013
811828,049156,049156102
811830,845905,845905108
811831,663904,663904100
811922,552939,552939100
812011,91879Q,91879Q109
812074,690764,690764031
812074,690768,69076840
812076,890786,89078610
812076,890786,890786101
812090,92837G,92837G100
812128,800013,800013
812128,800013,80001313
812191,759148,759148109
812291,60765P,60765P103
812301,35252P,35252P105
812305,087851,087851309
812348,156432,156432101
812423,486250,48625010
812423,669935,669935108
812482,38388F,38388F108
812490,112014,112014105
812700,368145,368145108
812701,129603,12960310
812701,129603,129603101
812703,23322L,23322L106
812703,86279T,86279T109
812708,949702,949702101
812708,949702,949702104
812788,032160,032160103
812796,258091,258091101
812796,258094,258094101
812805,04914P,04914P101
812890,58445P,58445P105
812900,742925,74292510
812900,742925,742925101
812900,79377W,79377W108
812906,409900,409900107
812906,409900,40990017
812910,320960,320960101
812910,320960,320960107
812927,449693,449693100
813298,148711,148711104
813298,25065K,25065K104
813347,500453,500453
813347,500453,500453101
813347,500453,500453204
813471,471171,471171108
813619,844909,844909101
813621,02341W,02341W103
813621,025168,025168105
813623,870875,870875101
813672,127387,127387101
813672,127387,127387108
813672,88164L,88164L100
813747,022091,022091102
813775,303072,303072102
813781,302051,302051107
813781,302051,302051206
813781,486250,48625010
813790,958259,958259103
813811,G92272,G92272106
813828,124857,124857202
813828,92556H,92556H206
813897,186202,186202107
813897,74435P,74435P104
813920,125137,125137101
813920,125137,125137109
813920,825388,825388300
813920,825388,825388301
814050,278864,278864202
814055,233162,233162502
814068,158496,158496109
814181,707874,707874103
814184,872275,872275102
814249,594928,594928103
814250,505754,505754200
814250,505754,505754201
814258,126136,126136100
814331,759458,759458102
814339,042166,042166306
814361,887100,887100101
814361,887100,887100105
814430,458157,458157104
814453,651229,651229106
814453,651229,651229109
814457,437305,437305101
814547,303250,303250104
814549,247171,247171101
814570,465679,465679108
814585,55262C,55262C100
814585,55262C,55262C101
814675,480838,480838101
814677,69341L,69341L205
814898,431294,431294107
814904,073015,073015
814929,459862,459862306
815065,486250,48625010
815065,859152,859152100
815093,03462H,03462H10
815094,76028H,76028H100
815097,143658,143658300
815353,03169B,03169B106
815553,7432C1,7432C1051
815556,311900,311900101
815556,311900,311900104
816151,50540L,50540L105
816159,009128,009128307
816159,44919P,44919P508
816247,16875K,16875K202
816247,486250,48625010
816249,887100,887100105
816284,151020,15102010
816284,151020,151020104
816761,88076W,88076W103
816768,581556,581556107
816949,09058X,09058X109
816956,207410,207410101
817135,186061,18606103
817366,918194,918194101
817516,829204,829204106
817632,486250,48625010
817632,819488,81948820
817637,056044,056044101
817644,86024C,86024C20
817644,86024C,86024C201
817785,339099,339099103
817945,122374,122374101
818033,427746,427746102
818305,46131J,46131J608
818467,67061A,67061A301
818479,24906P,24906P109
818479,92835K,92835K103
818682,413353,413353103
818813,091736,091736108
818813,917361,91736108
818815,45323G,45323G109
818969,743859,74385913
818972,05588W,05588W603
818972,261932,261932206
818972,261932,261932404
818972,261932,261932602
819050,925602,925602203
819220,625383,62538310
819220,625383,625383104
819527,341135,341135101
819527,36317Q,36317Q104
819539,604204,604204202
819539,640204,640204202
819706,114537,114537103
819793,012348,012348100
819793,012348,012348108
819939,58505C,58505C10
819977,290843,290843101
819981,846648,846648889
819996,725906,72590620
820027,03076C,03076C106
820067,866013,866013
820067,866013,866013105
820081,132011,132011100
820081,132011,132011107
820082,561208,561208109
820084,366255,366255101
820096,714290,714290103
820235,863551,86355108
820235,863555,863555108
820237,36866T,36866T103
820240,336906,336906101
820286,817912,817912207
820313,032095,032095101
820318,902104,90210410
820318,902104,902104101
820318,902104,902104108
820626,449669,449669100
820626,449669,449669101
820736,253911,253911101
820736,685564,685564106
820736,688556,688556410
820738,096434,096434105
820756,267084,267084101
820757,034741,034741108
820757,160902,160902101
820774,04516H,04516H101
820899,378507,378507500
820899,378507,378507503
820907,701492,70149210
820907,701492,701492100
820957,682655,682655102
820960,858154,858154107
821002,36237H,36237H101
821020,427241,427241201
821020,427241,42724121
821026,034164,034164103
821026,74727K,74727K102
821127,101119,101119105
821189,26875P,26875P101
821356,17284Q,17284Q103
821361,918031,918031101
821407,978093,978093102
821483,02043Q,02043Q107
821483,69888T,69888T207
821524,169382,169382108
821533,48245A,48245A
821538,900902,900902100
821572,986001,986001105
821616,082657,082657107
821995,197779,197779101
822043,579489,579489105
822084,45764D,45764D10
822370,29137T,29137T101
822411,000144,000144430
822416,745671,74567101
822416,745867,745867101
822418,913201,913201109
822419,210904,210904108
822663,458334,458334
822668,00755P,00755P101
822668,486250,48625010
822708,98976E,98976E103
822818,184496,184496107
822973,211213,211213103
822973,292166,292166105
823094,835898,835898107
823392,629140,629140104
823549,88037E,88037E101
823556,009058,009058108
823768,902917,902917101
823768,902917,902917103
823768,94106L,94106L109
823876,03760F,03760F100
823975,199064,199064101
824068,004225,004225108
824096,849416,849416201
824142,000360,000360206
824142,003602,00360206
824169,65332V,65332V103
824225,671802,671802106
824410,800363,800363103
824590,33761W,33761W109
824803,87114F,87114F106
825202,78080N,78080N108
825288,68219P,68219P101
825353,61745P,61745P106
825410,20563P,20563P101
825410,51476K,51476K103
825411,81783K,81783K108
825411,878293,878293109
825521,23700P,23700P109
825521,37933B,37933B307
825542,810186,810186106
825692,140909,140909102
825703,72764T,72764T101
826020,44977W,44977W205
826020,44977W,44977W304
826020,44977W,44977W601
826075,117394,117394106
826083,247025,247025109
826083,24702R,24702R101
826490,42221H,42221H100
826490,42221H,42221H107
826675,26817Q,26817Q506
826735,55273C,55273C107
826773,91324T,91324T302
826821,156713,156713101
826918,031909,031909104
826918,628351,628351108
827052,281020,281020107
827052,783882,783882103
827053,587266,587266107
827054,486250,48625010
827054,595017,59501710
827054,595017,595017104
827056,98950E,98950E400
827187,81616X,81616X103
827230,595072,59507210
827230,595072,595072109
827795,070107,070107101
827795,070107,070107107
827809,746927,746927101
827809,746927,746927102
827871,269796,269796108
828064,77316P,77316P101
828119,8834A1,8834A1081
828146,458751,458751104
828598,716731,716731101
828598,716731,716731104
828678,33761X,33761X107
828678,33761X,33761X305
828701,879403,879403101
828701,879403,879403707
828750,36238G,36238G102
828750,68401H,68401H104
828803,880198,880198106
828809,55376D,55376D200
828944,38388F,38388F108
829218,761683,761683101
829221,892349,892349201
829224,855244,855244101
829323,46122W,46122W204
829444,054350,054350103
829444,543501,54350103
829444,543501,543501031
829499,46072H,46072H100
829499,46072H,46072H101
829499,46072H,46072H108
829608,693451,693451106
829966,693632,693632101
829987,21745K,21745K101
830122,210226,210226106
830122,693366,693366205
830122,755408,755408200
830134,114537,114537103
830141,723643,723643300
830143,232864,232864108
830257,055652,05565210
830257,055652,055652101
830524,16150R,16150R104
830622,746909,746909100
830750,934710,934710104
831001,172967,172967853
831115,421979,421979105
831259,35671D,35671D10
831259,35671D,35671D105
831259,35671D,35671D857
831259,35671D,35671D865
831327,453096,453096208
831529,207528,207528100
831547,84763A,84763A108
831641,88162F,88162F101
831641,88162G,88162G103
831861,206156,206156101
831906,43739N,43739N107
831964,000186,00018682
831964,18682C,18682C100
831964,18682C,18682C101
831967,49460W,49460W208
831968,742737,742737108
831979,92830R,92830R103
832101,04516R,04516R104
832101,45167R,45167R104
832428,811054,811054402
832428,833445,833445109
832488,00210T,00210T102
832767,719153,719153108
832768,617698,617698105
832812,494521,494521201
832820,032371,032371101
832820,482434,482434061
832820,482434,482434201
